DeviceName,PTPTime,UnixTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADC,DeviceName(Current)
DEVICE,1642571556907,1642571556745,795,79,0,0,36168,0,DKU006#
DEVICE,1642571556939,1642571556777,791,79,0,0,36168,0,DKU006#
DEVICE,1642571556971,1642571556809,799,79,0,0,36168,0,DKU006#
DEVICE,1642571557003,1642571556841,808,80,0,0,36168,0,DKU006#
DEVICE,1642571557035,1642571556873,798,79,0,0,36168,0,DKU006#
DEVICE,1642571557067,1642571556905,787,78,0,0,36168,0,DKU006#
DEVICE,1642571557099,1642571556937,791,79,0,0,36168,0,DKU006#
DEVICE,1642571557131,1642571556969,790,79,0,0,36168,0,DKU006#
DEVICE,1642571557163,1642571557001,797,79,0,0,36168,0,DKU006#
DEVICE,1642571557195,1642571557033,785,78,0,0,36168,0,DKU006#
DEVICE,1642571557227,1642571557065,786,78,0,0,36168,0,DKU006#
DEVICE,1642571557259,1642571557097,774,77,0,0,36168,0,DKU006#
DEVICE,1642571557291,1642571557129,770,77,0,0,36168,0,DKU006#
DEVICE,1642571557323,1642571557161,767,76,0,0,36168,0,DKU006#
DEVICE,1642571557356,1642571557194,745,74,0,0,36168,0,DKU006#
DEVICE,1642571557387,1642571557225,745,74,5,0,36168,0,DKU006#
DEVICE,1642571557419,1642571557257,733,73,5,0,36168,0,DKU006#
DEVICE,1642571557450,1642571557288,722,72,5,0,36168,0,DKU006#
DEVICE,1642571557483,1642571557321,713,71,5,0,36168,0,DKU006#
DEVICE,1642571557514,1642571557352,708,70,5,0,36168,0,DKU006#
DEVICE,1642571557547,1642571557385,706,70,5,0,36168,0,DKU006#
DEVICE,1642571557579,1642571557417,684,68,5,0,36168,0,DKU006#
DEVICE,1642571557611,1642571557449,676,67,5,0,36168,0,DKU006#
DEVICE,1642571557643,1642571557481,666,66,5,0,36168,0,DKU006#
DEVICE,1642571557675,1642571557513,665,66,5,0,36168,0,DKU006#
DEVICE,1642571557707,1642571557545,661,66,5,0,36168,0,DKU006#
DEVICE,1642571557739,1642571557577,650,65,5,0,36168,0,DKU006#
DEVICE,1642571557771,1642571557609,639,63,5,0,36168,0,DKU006#
DEVICE,1642571557803,1642571557641,632,63,5,0,36168,0,DKU006#
DEVICE,1642571557835,1642571557673,631,63,5,0,36168,0,DKU006#
DEVICE,1642571557867,1642571557705,627,62,5,0,36168,0,DKU006#
DEVICE,1642571557899,1642571557737,622,62,5,0,36168,0,DKU006#
DEVICE,1642571557930,1642571557768,627,62,5,0,36168,0,DKU006#
